x,y,grp
1874,31,g4
1875,32,g0
1876,33,g1
1877,34,g2
1878,35,g3
1879,36,g4
1880,37,g0
1881,38,g1
1882,39,g2
1883,40,g3
1884,41,g4
1885,42,g0
1886,43,g1
1887,44,g2
1888,45,g3
1889,46,g4
1890,47,g0
1891,48,g1
1892,49,g2
1893,50,g3
1894,51,g4
1895,52,g0
1896,53,g1
1897,54,g2
1898,55,g3
1899,56,g4
1900,57,g0
1901,58,g1
1902,59,g2
1903,60,g3
1904,61,g4
1905,62,g0
1906,63,g1
1907,64,g2
1908,65,g3
1909,66,g4
1910,67,g0
1911,68,g1
1912,69,g2
1913,70,g3
1914,71,g4
1915,72,g0
1916,73,g1
1917,74,g2
1918,75,g3
1919,76,g4
1920,77,g0
1921,78,g1
1922,79,g2
1923,80,g3
1924,81,g4
1925,82,g0
1926,83,g1
1927,84,g2
1928,85,g3
1929,86,g4
1930,87,g0
1931,88,g1
1932,89,g2
1933,90,g3
1934,91,g4
1935,92,g0
1936,93,g1
1937,94,g2
1938,95,g3
1939,96,g4
1940,0,g0
1941,1,g1
1942,2,g2
1943,3,g3
1944,4,g4
1945,5,g0
1946,6,g1
1947,7,g2
1948,8,g3
1949,9,g4
1950,10,g0
1951,11,g1
1952,12,g2
1953,13,g3
1954,14,g4
1955,15,g0
1956,16,g1
1957,17,g2
1958,18,g3
1959,19,g4
1960,20,g0
1961,21,g1
1962,22,g2
1963,23,g3
1964,24,g4
1965,25,g0
1966,26,g1
1967,27,g2
1968,28,g3
1969,29,g4
1970,30,g0
1971,31,g1
1972,32,g2
1973,33,g3
1974,34,g4
1975,35,g0
1976,36,g1
1977,37,g2
1978,38,g3
1979,39,g4
1980,40,g0
1981,41,g1
1982,42,g2
1983,43,g3
1984,44,g4
1985,45,g0
1986,46,g1
1987,47,g2
1988,48,g3
1989,49,g4
1990,50,g0
1991,51,g1
1992,52,g2
1993,53,g3
1994,54,g4
1995,55,g0
1996,56,g1
1997,57,g2
1998,58,g3
1999,59,g4
2000,60,g0
2001,61,g1
2002,62,g2
2003,63,g3
2004,64,g4
2005,65,g0
2006,66,g1
2007,67,g2
2008,68,g3
2009,69,g4
2010,70,g0
2011,71,g1
2012,72,g2
2013,73,g3
2014,74,g4
2015,75,g0
2016,76,g1
2017,77,g2
2018,78,g3
2019,79,g4
2020,80,g0
2021,81,g1
2022,82,g2
2023,83,g3
2024,84,g4
2025,85,g0
2026,86,g1
2027,87,g2
2028,88,g3
2029,89,g4
2030,90,g0
2031,91,g1
2032,92,g2
2033,93,g3
2034,94,g4
2035,95,g0
2036,96,g1
2037,0,g2
2038,1,g3
2039,2,g4
2040,3,g0
2041,4,g1
2042,5,g2
2043,6,g3
2044,7,g4
2045,8,g0
2046,9,g1
2047,10,g2
2048,11,g3
2049,12,g4
2050,13,g0
2051,14,g1
2052,15,g2
2053,16,g3
2054,17,g4
2055,18,g0
2056,19,g1
2057,20,g2
2058,21,g3
2059,22,g4
2060,23,g0
2061,24,g1
2062,25,g2
2063,26,g3
2064,27,g4
2065,28,g0
2066,29,g1
2067,30,g2
2068,31,g3
2069,32,g4
2070,33,g0
2071,34,g1
2072,35,g2
2073,36,g3
2074,37,g4
2075,38,g0
2076,39,g1
2077,40,g2
2078,41,g3
2079,42,g4
2080,43,g0
2081,44,g1
2082,45,g2
2083,46,g3
2084,47,g4
2085,48,g0
2086,49,g1
2087,50,g2
2088,51,g3
2089,52,g4
2090,53,g0
2091,54,g1
2092,55,g2
2093,56,g3
2094,57,g4
2095,58,g0
2096,59,g1
2097,60,g2
2098,61,g3
2099,62,g4
2100,63,g0
2101,64,g1
2102,65,g2
2103,66,g3
2104,67,g4
2105,68,g0
2106,69,g1
2107,70,g2
2108,71,g3
2109,72,g4
2110,73,g0
2111,74,g1
2112,75,g2
2113,76,g3
2114,77,g4
2115,78,g0
2116,79,g1
2117,80,g2
2118,81,g3
2119,82,g4
2120,83,g0
2121,84,g1
2122,85,g2
2123,86,g3
2124,87,g4
2125,88,g0
2126,89,g1
2127,90,g2
2128,91,g3
2129,92,g4
2130,93,g0
2131,94,g1
2132,95,g2
2133,96,g3
2134,0,g4
2135,1,g0
2136,2,g1
2137,3,g2
2138,4,g3
2139,5,g4
2140,6,g0
2141,7,g1
2142,8,g2
2143,9,g3
2144,10,g4
2145,11,g0
2146,12,g1
2147,13,g2
2148,14,g3
2149,15,g4
2150,16,g0
2151,17,g1
2152,18,g2
2153,19,g3
2154,20,g4
2155,21,g0
2156,22,g1
2157,23,g2
2158,24,g3
2159,25,g4
2160,26,g0
2161,27,g1
2162,28,g2
2163,29,g3
2164,30,g4
2165,31,g0
2166,32,g1
2167,33,g2
2168,34,g3
2169,35,g4
2170,36,g0
2171,37,g1
2172,38,g2
2173,39,g3
2174,40,g4
2175,41,g0
2176,42,g1
2177,43,g2
2178,44,g3
2179,45,g4
2180,46,g0
2181,47,g1
2182,48,g2
2183,49,g3
2184,50,g4
2185,51,g0
2186,52,g1
2187,53,g2
2188,54,g3
2189,55,g4
2190,56,g0
2191,57,g1
2192,58,g2
2193,59,g3
2194,60,g4
2195,61,g0
2196,62,g1
2197,63,g2
2198,64,g3
2199,65,g4
2200,66,g0
2201,67,g1
2202,68,g2
2203,69,g3
2204,70,g4
2205,71,g0
2206,72,g1
2207,73,g2
2208,74,g3
2209,75,g4
2210,76,g0
2211,77,g1
2212,78,g2
2213,79,g3
2214,80,g4
2215,81,g0
2216,82,g1
2217,83,g2
2218,84,g3
2219,85,g4
2220,86,g0
2221,87,g1
2222,88,g2
2223,89,g3
2224,90,g4
2225,91,g0
2226,92,g1
2227,93,g2
2228,94,g3
2229,95,g4
2230,96,g0
2231,0,g1
2232,1,g2
2233,2,g3
2234,3,g4
2235,4,g0
2236,5,g1
2237,6,g2
2238,7,g3
2239,8,g4
2240,9,g0
2241,10,g1
2242,11,g2
2243,12,g3
2244,13,g4
2245,14,g0
2246,15,g1
2247,16,g2
2248,17,g3
2249,18,g4
2250,19,g0
2251,20,g1
2252,21,g2
2253,22,g3
2254,23,g4
2255,24,g0
2256,25,g1
2257,26,g2
2258,27,g3
2259,28,g4
2260,29,g0
2261,30,g1
2262,31,g2
2263,32,g3
2264,33,g4
2265,34,g0
2266,35,g1
2267,36,g2
2268,37,g3
2269,38,g4
2270,39,g0
2271,40,g1
2272,41,g2
2273,42,g3
2274,43,g4
2275,44,g0
2276,45,g1
2277,46,g2
2278,47,g3
2279,48,g4
2280,49,g0
2281,50,g1
2282,51,g2
2283,52,g3
2284,53,g4
2285,54,g0
2286,55,g1
2287,56,g2
2288,57,g3
2289,58,g4
2290,59,g0
2291,60,g1
2292,61,g2
2293,62,g3
2294,63,g4
2295,64,g0
2296,65,g1
2297,66,g2
2298,67,g3
2299,68,g4
2300,69,g0
2301,70,g1
2302,71,g2
2303,72,g3
2304,73,g4
2305,74,g0
2306,75,g1
2307,76,g2
2308,77,g3
2309,78,g4
2310,79,g0
2311,80,g1
2312,81,g2
2313,82,g3
2314,83,g4
2315,84,g0
2316,85,g1
2317,86,g2
2318,87,g3
2319,88,g4
2320,89,g0
2321,90,g1
2322,91,g2
2323,92,g3
2324,93,g4
2325,94,g0
2326,95,g1
2327,96,g2
2328,0,g3
2329,1,g4
2330,2,g0
2331,3,g1
2332,4,g2
2333,5,g3
2334,6,g4
2335,7,g0
2336,8,g1
2337,9,g2
2338,10,g3
2339,11,g4
2340,12,g0
2341,13,g1
2342,14,g2
2343,15,g3
2344,16,g4
2345,17,g0
2346,18,g1
2347,19,g2
2348,20,g3
2349,21,g4
2350,22,g0
2351,23,g1
2352,24,g2
2353,25,g3
2354,26,g4
2355,27,g0
2356,28,g1
2357,29,g2
2358,30,g3
2359,31,g4
2360,32,g0
2361,33,g1
2362,34,g2
2363,35,g3
2364,36,g4
2365,37,g0
2366,38,g1
2367,39,g2
2368,40,g3
2369,41,g4
2370,42,g0
2371,43,g1
2372,44,g2
2373,45,g3
2374,46,g4
2375,47,g0
2376,48,g1
2377,49,g2
2378,50,g3
2379,51,g4
2380,52,g0
2381,53,g1
2382,54,g2
2383,55,g3
2384,56,g4
2385,57,g0
2386,58,g1
2387,59,g2
2388,60,g3
2389,61,g4
2390,62,g0
2391,63,g1
2392,64,g2
2393,65,g3
2394,66,g4
2395,67,g0
2396,68,g1
2397,69,g2
2398,70,g3
2399,71,g4
2400,72,g0
2401,73,g1
2402,74,g2
2403,75,g3
2404,76,g4
2405,77,g0
2406,78,g1
2407,79,g2
2408,80,g3
2409,81,g4
2410,82,g0
2411,83,g1
2412,84,g2
2413,85,g3
2414,86,g4
2415,87,g0
2416,88,g1
2417,89,g2
2418,90,g3
2419,91,g4
2420,92,g0
2421,93,g1
2422,94,g2
2423,95,g3
2424,96,g4
2425,0,g0
2426,1,g1
2427,2,g2
2428,3,g3
2429,4,g4
2430,5,g0
2431,6,g1
2432,7,g2
2433,8,g3
2434,9,g4
2435,10,g0
2436,11,g1
2437,12,g2
2438,13,g3
2439,14,g4
2440,15,g0
2441,16,g1
2442,17,g2
2443,18,g3
2444,19,g4
2445,20,g0
2446,21,g1
2447,22,g2
2448,23,g3
2449,24,g4
2450,25,g0
2451,26,g1
2452,27,g2
2453,28,g3
2454,29,g4
2455,30,g0
2456,31,g1
2457,32,g2
2458,33,g3
2459,34,g4
2460,35,g0
2461,36,g1
2462,37,g2
2463,38,g3
2464,39,g4
2465,40,g0
2466,41,g1
2467,42,g2
2468,43,g3
2469,44,g4
2470,45,g0
2471,46,g1
2472,47,g2
2473,48,g3
2474,49,g4
2475,50,g0
2476,51,g1
2477,52,g2
2478,53,g3
2479,54,g4
2480,55,g0
2481,56,g1
2482,57,g2
2483,58,g3
2484,59,g4
2485,60,g0
2486,61,g1
2487,62,g2
2488,63,g3
2489,64,g4
2490,65,g0
2491,66,g1
2492,67,g2
2493,68,g3
2494,69,g4
2495,70,g0
2496,71,g1
2497,72,g2
2498,73,g3
2499,74,g4
2500,75,g0
2501,76,g1
2502,77,g2
2503,78,g3
2504,79,g4
2505,80,g0
2506,81,g1
2507,82,g2
2508,83,g3
2509,84,g4
2510,85,g0
2511,86,g1
2512,87,g2
2513,88,g3
2514,89,g4
2515,90,g0
2516,91,g1
2517,92,g2
2518,93,g3
2519,94,g4
2520,95,g0
2521,96,g1
2522,0,g2
2523,1,g3
2524,2,g4
2525,3,g0
2526,4,g1
2527,5,g2
2528,6,g3
2529,7,g4
2530,8,g0
2531,9,g1
2532,10,g2
2533,11,g3
2534,12,g4
2535,13,g0
2536,14,g1
2537,15,g2
2538,16,g3
2539,17,g4
2540,18,g0
2541,19,g1
2542,20,g2
2543,21,g3
2544,22,g4
2545,23,g0
2546,24,g1
2547,25,g2
2548,26,g3
2549,27,g4
2550,28,g0
2551,29,g1
2552,30,g2
2553,31,g3
2554,32,g4
2555,33,g0
2556,34,g1
2557,35,g2
2558,36,g3
2559,37,g4
2560,38,g0
2561,39,g1
2562,40,g2
2563,41,g3
2564,42,g4
2565,43,g0
2566,44,g1
2567,45,g2
2568,46,g3
2569,47,g4
2570,48,g0
2571,49,g1
2572,50,g2
2573,51,g3
2574,52,g4
2575,53,g0
2576,54,g1
2577,55,g2
2578,56,g3
2579,57,g4
2580,58,g0
2581,59,g1
2582,60,g2
2583,61,g3
2584,62,g4
2585,63,g0
2586,64,g1
2587,65,g2
2588,66,g3
2589,67,g4
2590,68,g0
2591,69,g1
2592,70,g2
2593,71,g3
2594,72,g4
2595,73,g0
2596,74,g1
2597,75,g2
2598,76,g3
2599,77,g4
2600,78,g0
2601,79,g1
2602,80,g2
2603,81,g3
2604,82,g4
2605,83,g0
2606,84,g1
2607,85,g2
2608,86,g3
2609,87,g4
2610,88,g0
2611,89,g1
2612,90,g2
2613,91,g3
2614,92,g4
2615,93,g0
2616,94,g1
2617,95,g2
2618,96,g3
2619,0,g4
2620,1,g0
2621,2,g1
2622,3,g2
2623,4,g3
2624,5,g4
2625,6,g0
2626,7,g1
2627,8,g2
2628,9,g3
2629,10,g4
2630,11,g0
2631,12,g1
2632,13,g2
2633,14,g3
2634,15,g4
2635,16,g0
2636,17,g1
2637,18,g2
2638,19,g3
2639,20,g4
2640,21,g0
2641,22,g1
2642,23,g2
2643,24,g3
2644,25,g4
2645,26,g0
2646,27,g1
2647,28,g2
2648,29,g3
2649,30,g4
2650,31,g0
2651,32,g1
2652,33,g2
2653,34,g3
2654,35,g4
2655,36,g0
2656,37,g1
2657,38,g2
2658,39,g3
2659,40,g4
2660,41,g0
2661,42,g1
2662,43,g2
2663,44,g3
2664,45,g4
2665,46,g0
2666,47,g1
2667,48,g2
2668,49,g3
2669,50,g4
2670,51,g0
2671,52,g1
2672,53,g2
2673,54,g3
2674,55,g4
2675,56,g0
2676,57,g1
2677,58,g2
2678,59,g3
2679,60,g4
2680,61,g0
2681,62,g1
2682,63,g2
2683,64,g3
2684,65,g4
2685,66,g0
2686,67,g1
2687,68,g2
2688,69,g3
2689,70,g4
2690,71,g0
2691,72,g1
2692,73,g2
2693,74,g3
2694,75,g4
2695,76,g0
2696,77,g1
2697,78,g2
2698,79,g3
2699,80,g4
2700,81,g0
2701,82,g1
2702,83,g2
2703,84,g3
2704,85,g4
2705,86,g0
2706,87,g1
2707,88,g2
2708,89,g3
2709,90,g4
2710,91,g0
2711,92,g1
2712,93,g2
2713,94,g3
2714,95,g4
2715,96,g0
2716,0,g1
2717,1,g2
2718,2,g3
2719,3,g4
2720,4,g0
2721,5,g1
2722,6,g2
2723,7,g3
2724,8,g4
2725,9,g0
2726,10,g1
2727,11,g2
2728,12,g3
2729,13,g4
2730,14,g0
2731,15,g1
2732,16,g2
2733,17,g3
2734,18,g4
2735,19,g0
2736,20,g1
2737,21,g2
2738,22,g3
2739,23,g4
2740,24,g0
2741,25,g1
2742,26,g2
2743,27,g3
2744,28,g4
2745,29,g0
2746,30,g1
2747,31,g2
2748,32,g3
2749,33,g4
2750,34,g0
2751,35,g1
2752,36,g2
2753,37,g3
2754,38,g4
2755,39,g0
2756,40,g1
2757,41,g2
2758,42,g3
2759,43,g4
2760,44,g0
2761,45,g1
2762,46,g2
2763,47,g3
2764,48,g4
2765,49,g0
2766,50,g1
2767,51,g2
2768,52,g3
2769,53,g4
2770,54,g0
2771,55,g1
2772,56,g2
2773,57,g3
2774,58,g4
2775,59,g0
2776,60,g1
2777,61,g2
2778,62,g3
2779,63,g4
2780,64,g0
2781,65,g1
2782,66,g2
2783,67,g3
2784,68,g4
2785,69,g0
2786,70,g1
2787,71,g2
2788,72,g3
2789,73,g4
2790,74,g0
2791,75,g1
2792,76,g2
2793,77,g3
2794,78,g4
2795,79,g0
2796,80,g1
2797,81,g2
2798,82,g3
2799,83,g4
2800,84,g0
2801,85,g1
2802,86,g2
2803,87,g3
2804,88,g4
2805,89,g0
2806,90,g1
2807,91,g2
2808,92,g3
2809,93,g4
2810,94,g0
2811,95,g1
2812,96,g2
2813,0,g3
2814,1,g4
2815,2,g0
2816,3,g1
2817,4,g2
2818,5,g3
2819,6,g4
2820,7,g0
2821,8,g1
2822,9,g2
2823,10,g3
2824,11,g4
2825,12,g0
2826,13,g1
2827,14,g2
2828,15,g3
2829,16,g4
2830,17,g0
2831,18,g1
2832,19,g2
2833,20,g3
2834,21,g4
2835,22,g0
2836,23,g1
2837,24,g2
2838,25,g3
2839,26,g4
2840,27,g0
2841,28,g1
2842,29,g2
2843,30,g3
2844,31,g4
2845,32,g0
2846,33,g1
2847,34,g2
2848,35,g3
2849,36,g4
2850,37,g0
2851,38,g1
2852,39,g2
2853,40,g3
2854,41,g4
2855,42,g0
2856,43,g1
2857,44,g2
2858,45,g3
2859,46,g4
2860,47,g0
2861,48,g1
2862,49,g2
2863,50,g3
2864,51,g4
2865,52,g0
2866,53,g1
2867,54,g2
2868,55,g3
2869,56,g4
2870,57,g0
2871,58,g1
2872,59,g2
2873,60,g3
2874,61,g4
2875,62,g0
2876,63,g1
2877,64,g2
2878,65,g3
2879,66,g4
2880,67,g0
2881,68,g1
2882,69,g2
2883,70,g3
2884,71,g4
2885,72,g0
2886,73,g1
2887,74,g2
2888,75,g3
2889,76,g4
2890,77,g0
2891,78,g1
2892,79,g2
2893,80,g3
2894,81,g4
2895,82,g0
2896,83,g1
2897,84,g2
2898,85,g3
2899,86,g4
2900,87,g0
2901,88,g1
2902,89,g2
2903,90,g3
2904,91,g4
2905,92,g0
2906,93,g1
2907,94,g2
2908,95,g3
2909,96,g4
2910,0,g0
2911,1,g1
2912,2,g2
2913,3,g3
2914,4,g4
2915,5,g0
2916,6,g1
2917,7,g2
2918,8,g3
2919,9,g4
2920,10,g0
2921,11,g1
2922,12,g2
2923,13,g3
2924,14,g4
2925,15,g0
2926,16,g1
2927,17,g2
2928,18,g3
2929,19,g4
2930,20,g0
2931,21,g1
2932,22,g2
2933,23,g3
2934,24,g4
2935,25,g0
2936,26,g1
2937,27,g2
2938,28,g3
2939,29,g4
2940,30,g0
2941,31,g1
2942,32,g2
2943,33,g3
2944,34,g4
2945,35,g0
2946,36,g1
2947,37,g2
2948,38,g3
2949,39,g4
2950,40,g0
2951,41,g1
2952,42,g2
2953,43,g3
2954,44,g4
2955,45,g0
2956,46,g1
2957,47,g2
2958,48,g3
2959,49,g4
2960,50,g0
2961,51,g1
2962,52,g2
2963,53,g3
2964,54,g4
2965,55,g0
2966,56,g1
2967,57,g2
2968,58,g3
2969,59,g4
2970,60,g0
2971,61,g1
2972,62,g2
2973,63,g3
2974,64,g4
2975,65,g0
2976,66,g1
2977,67,g2
2978,68,g3
2979,69,g4
2980,70,g0
2981,71,g1
2982,72,g2
2983,73,g3
2984,74,g4
2985,75,g0
2986,76,g1
2987,77,g2
2988,78,g3
2989,79,g4
2990,80,g0
2991,81,g1
2992,82,g2
2993,83,g3
2994,84,g4
2995,85,g0
2996,86,g1
2997,87,g2
2998,88,g3
2999,89,g4
3000,90,g0
3001,91,g1
3002,92,g2
3003,93,g3
3004,94,g4
3005,95,g0
3006,96,g1
3007,0,g2
3008,1,g3
3009,2,g4
3010,3,g0
3011,4,g1
3012,5,g2
3013,6,g3
3014,7,g4
3015,8,g0
3016,9,g1
3017,10,g2
3018,11,g3
3019,12,g4
3020,13,g0
3021,14,g1
3022,15,g2
3023,16,g3
3024,17,g4
3025,18,g0
3026,19,g1
3027,20,g2
3028,21,g3
3029,22,g4
3030,23,g0
3031,24,g1
3032,25,g2
3033,26,g3
3034,27,g4
3035,28,g0
3036,29,g1
3037,30,g2
3038,31,g3
3039,32,g4
3040,33,g0
3041,34,g1
3042,35,g2
3043,36,g3
3044,37,g4
3045,38,g0
3046,39,g1
3047,40,g2
3048,41,g3
3049,42,g4
3050,43,g0
3051,44,g1
3052,45,g2
3053,46,g3
3054,47,g4
3055,48,g0
3056,49,g1
3057,50,g2
3058,51,g3
3059,52,g4
3060,53,g0
3061,54,g1
3062,55,g2
3063,56,g3
3064,57,g4
3065,58,g0
3066,59,g1
3067,60,g2
3068,61,g3
3069,62,g4
3070,63,g0
3071,64,g1
3072,65,g2
3073,66,g3
3074,67,g4
3075,68,g0
3076,69,g1
3077,70,g2
3078,71,g3
3079,72,g4
3080,73,g0
3081,74,g1
3082,75,g2
3083,76,g3
3084,77,g4
3085,78,g0
3086,79,g1
3087,80,g2
3088,81,g3
3089,82,g4
3090,83,g0
3091,84,g1
3092,85,g2
3093,86,g3
3094,87,g4
3095,88,g0
3096,89,g1
3097,90,g2
3098,91,g3
3099,92,g4
3100,93,g0
3101,94,g1
3102,95,g2
3103,96,g3
3104,0,g4
3105,1,g0
3106,2,g1
3107,3,g2
3108,4,g3
3109,5,g4
3110,6,g0
3111,7,g1
3112,8,g2
3113,9,g3
3114,10,g4
3115,11,g0
3116,12,g1
3117,13,g2
3118,14,g3
3119,15,g4
3120,16,g0
3121,17,g1
3122,18,g2
3123,19,g3
3124,20,g4
3125,21,g0
3126,22,g1
3127,23,g2
3128,24,g3
3129,25,g4
3130,26,g0
3131,27,g1
3132,28,g2
3133,29,g3
3134,30,g4
3135,31,g0
3136,32,g1
3137,33,g2
3138,34,g3
3139,35,g4
3140,36,g0
3141,37,g1
3142,38,g2
3143,39,g3
3144,40,g4
3145,41,g0
3146,42,g1
3147,43,g2
3148,44,g3
3149,45,g4
3150,46,g0
3151,47,g1
3152,48,g2
3153,49,g3
3154,50,g4
3155,51,g0
3156,52,g1
3157,53,g2
3158,54,g3
3159,55,g4
3160,56,g0
3161,57,g1
3162,58,g2
3163,59,g3
3164,60,g4
3165,61,g0
3166,62,g1
3167,63,g2
3168,64,g3
3169,65,g4
3170,66,g0
3171,67,g1
3172,68,g2
3173,69,g3
3174,70,g4
3175,71,g0
3176,72,g1
3177,73,g2
3178,74,g3
3179,75,g4
3180,76,g0
3181,77,g1
3182,78,g2
3183,79,g3
3184,80,g4
3185,81,g0
3186,82,g1
3187,83,g2
3188,84,g3
3189,85,g4
3190,86,g0
3191,87,g1
3192,88,g2
3193,89,g3
3194,90,g4
3195,91,g0
3196,92,g1
3197,93,g2
3198,94,g3
3199,95,g4
3200,96,g0
3201,0,g1
3202,1,g2
3203,2,g3
3204,3,g4
3205,4,g0
3206,5,g1
3207,6,g2
3208,7,g3
3209,8,g4
3210,9,g0
3211,10,g1
3212,11,g2
3213,12,g3
3214,13,g4
3215,14,g0
3216,15,g1
3217,16,g2
3218,17,g3
3219,18,g4
3220,19,g0
3221,20,g1
3222,21,g2
3223,22,g3
3224,23,g4
3225,24,g0
3226,25,g1
3227,26,g2
3228,27,g3
3229,28,g4
3230,29,g0
3231,30,g1
3232,31,g2
3233,32,g3
3234,33,g4
3235,34,g0
3236,35,g1
3237,36,g2
3238,37,g3
3239,38,g4
3240,39,g0
3241,40,g1
3242,41,g2
3243,42,g3
3244,43,g4
3245,44,g0
3246,45,g1
3247,46,g2
3248,47,g3
3249,48,g4
3250,49,g0
3251,50,g1
3252,51,g2
3253,52,g3
3254,53,g4
3255,54,g0
3256,55,g1
3257,56,g2
3258,57,g3
3259,58,g4
3260,59,g0
3261,60,g1
3262,61,g2
3263,62,g3
3264,63,g4
3265,64,g0
3266,65,g1
3267,66,g2
3268,67,g3
3269,68,g4
3270,69,g0
3271,70,g1
3272,71,g2
3273,72,g3
3274,73,g4
3275,74,g0
3276,75,g1
3277,76,g2
3278,77,g3
3279,78,g4
3280,79,g0
3281,80,g1
3282,81,g2
3283,82,g3
3284,83,g4
3285,84,g0
3286,85,g1
3287,86,g2
3288,87,g3
3289,88,g4
3290,89,g0
3291,90,g1
3292,91,g2
3293,92,g3
3294,93,g4
3295,94,g0
3296,95,g1
3297,96,g2
3298,0,g3
3299,1,g4
3300,2,g0
3301,3,g1
3302,4,g2
3303,5,g3
3304,6,g4
3305,7,g0
3306,8,g1
3307,9,g2
3308,10,g3
3309,11,g4
3310,12,g0
3311,13,g1
3312,14,g2
3313,15,g3
3314,16,g4
3315,17,g0
3316,18,g1
3317,19,g2
3318,20,g3
3319,21,g4
3320,22,g0
3321,23,g1
3322,24,g2
3323,25,g3
3324,26,g4
3325,27,g0
3326,28,g1
3327,29,g2
3328,30,g3
3329,31,g4
3330,32,g0
3331,33,g1
3332,34,g2
3333,35,g3
3334,36,g4
3335,37,g0
3336,38,g1
3337,39,g2
3338,40,g3
3339,41,g4
3340,42,g0
3341,43,g1
3342,44,g2
3343,45,g3
3344,46,g4
3345,47,g0
3346,48,g1
3347,49,g2
3348,50,g3
3349,51,g4
3350,52,g0
3351,53,g1
3352,54,g2
3353,55,g3
3354,56,g4
3355,57,g0
3356,58,g1
3357,59,g2
3358,60,g3
3359,61,g4
3360,62,g0
3361,63,g1
3362,64,g2
3363,65,g3
3364,66,g4
3365,67,g0
3366,68,g1
3367,69,g2
3368,70,g3
3369,71,g4
3370,72,g0
3371,73,g1
3372,74,g2
3373,75,g3
3374,76,g4
3375,77,g0
3376,78,g1
3377,79,g2
3378,80,g3
3379,81,g4
3380,82,g0
3381,83,g1
3382,84,g2
3383,85,g3
3384,86,g4
3385,87,g0
3386,88,g1
3387,89,g2
3388,90,g3
3389,91,g4
3390,92,g0
3391,93,g1
3392,94,g2
3393,95,g3
3394,96,g4
3395,0,g0
3396,1,g1
3397,2,g2
3398,3,g3
3399,4,g4
3400,5,g0
3401,6,g1
3402,7,g2
3403,8,g3
3404,9,g4
3405,10,g0
3406,11,g1
3407,12,g2
3408,13,g3
3409,14,g4
3410,15,g0
3411,16,g1
3412,17,g2
3413,18,g3
3414,19,g4
3415,20,g0
3416,21,g1
3417,22,g2
3418,23,g3
3419,24,g4
3420,25,g0
3421,26,g1
3422,27,g2
3423,28,g3
3424,29,g4
3425,30,g0
3426,31,g1
3427,32,g2
3428,33,g3
3429,34,g4
3430,35,g0
3431,36,g1
3432,37,g2
3433,38,g3
3434,39,g4
3435,40,g0
3436,41,g1
3437,42,g2
3438,43,g3
3439,44,g4
3440,45,g0
3441,46,g1
3442,47,g2
3443,48,g3
3444,49,g4
3445,50,g0
3446,51,g1
3447,52,g2
3448,53,g3
3449,54,g4
3450,55,g0
3451,56,g1
3452,57,g2
3453,58,g3
3454,59,g4
3455,60,g0
3456,61,g1
3457,62,g2
3458,63,g3
3459,64,g4
3460,65,g0
3461,66,g1
3462,67,g2
3463,68,g3
3464,69,g4
3465,70,g0
3466,71,g1
3467,72,g2
3468,73,g3
3469,74,g4
3470,75,g0
3471,76,g1
3472,77,g2
3473,78,g3
3474,79,g4
3475,80,g0
3476,81,g1
3477,82,g2
3478,83,g3
3479,84,g4
3480,85,g0
3481,86,g1
3482,87,g2
3483,88,g3
3484,89,g4
3485,90,g0
3486,91,g1
3487,92,g2
3488,93,g3
3489,94,g4
3490,95,g0
3491,96,g1
3492,0,g2
3493,1,g3
3494,2,g4
3495,3,g0
3496,4,g1
3497,5,g2
3498,6,g3
3499,7,g4
3500,8,g0
3501,9,g1
3502,10,g2
3503,11,g3
3504,12,g4
3505,13,g0
3506,14,g1
3507,15,g2
3508,16,g3
3509,17,g4
3510,18,g0
3511,19,g1
3512,20,g2
3513,21,g3
3514,22,g4
3515,23,g0
3516,24,g1
3517,25,g2
3518,26,g3
3519,27,g4
3520,28,g0
3521,29,g1
3522,30,g2
3523,31,g3
3524,32,g4
3525,33,g0
3526,34,g1
3527,35,g2
3528,36,g3
3529,37,g4
3530,38,g0
3531,39,g1
3532,40,g2
3533,41,g3
3534,42,g4
3535,43,g0
3536,44,g1
3537,45,g2
3538,46,g3
3539,47,g4
3540,48,g0
3541,49,g1
3542,50,g2
3543,51,g3
3544,52,g4
3545,53,g0
3546,54,g1
3547,55,g2
3548,56,g3
3549,57,g4
3550,58,g0
3551,59,g1
3552,60,g2
3553,61,g3
3554,62,g4
3555,63,g0
3556,64,g1
3557,65,g2
3558,66,g3
3559,67,g4
3560,68,g0
3561,69,g1
3562,70,g2
3563,71,g3
3564,72,g4
3565,73,g0
3566,74,g1
3567,75,g2
3568,76,g3
3569,77,g4
3570,78,g0
3571,79,g1
3572,80,g2
3573,81,g3
3574,82,g4
3575,83,g0
3576,84,g1
3577,85,g2
3578,86,g3
3579,87,g4
3580,88,g0
3581,89,g1
3582,90,g2
3583,91,g3
3584,92,g4
3585,93,g0
3586,94,g1
3587,95,g2
3588,96,g3
3589,0,g4
3590,1,g0
3591,2,g1
3592,3,g2
3593,4,g3
3594,5,g4
3595,6,g0
3596,7,g1
3597,8,g2
3598,9,g3
3599,10,g4
3600,11,g0
3601,12,g1
3602,13,g2
3603,14,g3
3604,15,g4
3605,16,g0
3606,17,g1
3607,18,g2
3608,19,g3
3609,20,g4
3610,21,g0
3611,22,g1
3612,23,g2
3613,24,g3
3614,25,g4
3615,26,g0
3616,27,g1
3617,28,g2
3618,29,g3
3619,30,g4
3620,31,g0
3621,32,g1
3622,33,g2
